BRIDGE_ID,PERFORMANCE_MONTH,REGION,SCENARIO_ID,PREDICTED_FCF_USD,PREDICTED_ROCE_PCT,PREDICTED_SAFETY_STOCK_USD,PREDICTED_PIPELINE_STOCK_USD,LEAD_TIME_IMPACT_FCF,FORECAST_ERROR_IMPACT_SAFETY,BATCH_SIZE_IMPACT_CYCLE,FCF_LOWER_BOUND,FCF_UPPER_BOUND,ROCE_LOWER_BOUND,ROCE_UPPER_BOUND,MODEL_SOURCE
164,2023-04-01,EUROPE,8,11354124.57,13.16,10651302.53,6741692.37,-150000,204000.0,1177077.84,9410533.47,12731898.23,11.69,14.29,XGBOOST
165,2023-04-01,EUROPE,9,18867451.8,18.66,6143589.03,4791870.26,-100000,354000.0,917484.8,15667794.32,21197604.08,16.6,20.28,XGBOOST
166,2023-04-01,EUROPE,10,17115219.96,18.45,7424278.91,5469071.35,-350000,354000.0,1034240.72,14528318.37,19655960.14,16.6,20.28,XGBOOST
167,2023-04-01,EUROPE,11,16633824.75,15.54,6079496.85,6322506.27,-600000,354000.0,972195.4,13958580.39,18885138.18,13.9,16.98,PROPHET
168,2023-04-01,EUROPE,12,17904309.73,18.69,7979939.42,4809597.46,-100000,354000.0,768087.74,14813187.35,20041371.13,16.6,20.28,PROPHET
169,2023-04-01,ASIA_PACIFIC,1,6809648.94,9.19,8725483.91,3311712.31,100000,372000.0,651790.19,5668214.07,7668760.21,8.18,10.0,XGBOOST
170,2023-04-01,ASIA_PACIFIC,2,5892120.34,8.93,9742971.38,3575985.81,-150000,372000.0,791266.32,5190890.78,7022969.88,8.18,10.0,XGBOOST
171,2023-04-01,ASIA_PACIFIC,3,6001211.13,6.18,8801348.5,4294936.7,-400000,372000.0,652961.42,4952229.14,6700074.71,5.48,6.7,XGBOOST
172,2023-04-01,ASIA_PACIFIC,4,6256577.41,9.1,10502103.72,3247867.47,100000,372000.0,779878.87,5310221.6,7184417.46,8.18,10.0,XGBOOST
173,2023-04-01,ASIA_PACIFIC,5,4690619.02,15.42,6520957.41,2905606.86,-150000,618000.0,936210.37,4127645.34,5584461.34,14.12,17.26,XGBOOST
174,2023-04-01,ASIA_PACIFIC,6,4473908.31,15.68,8163119.19,3455454.92,-400000,618000.0,948957.34,3807051.52,5150716.77,14.12,17.26,XGBOOST
175,2023-04-01,ASIA_PACIFIC,7,4178368.25,12.52,6574818.21,3808487.98,-650000,618000.0,790295.85,3646754.62,4933844.48,11.42,13.96,PROPHET
176,2023-04-01,ASIA_PACIFIC,8,4634427.06,15.8,8641723.89,3048373.89,-150000,618000.0,810162.1,3887199.98,5259152.91,14.12,17.26,PROPHET
177,2023-04-01,ASIA_PACIFIC,9,11928741.01,23.83,6469811.5,4712270.77,-100000,414000.0,1204466.83,10065629.02,13618203.97,21.37,26.11,XGBOOST
178,2023-04-01,ASIA_PACIFIC,10,10774275.7,23.52,7784809.5,5355043.66,-350000,414000.0,1599118.84,9333583.27,12627789.13,21.37,26.11,XGBOOST
179,2023-04-01,ASIA_PACIFIC,11,10342081.46,20.54,6296099.49,6114330.76,-600000,414000.0,1210212.89,8967560.4,12132581.72,18.67,22.81,PROPHET
180,2023-04-01,ASIA_PACIFIC,12,11308859.81,23.86,8395545.97,4725130.36,-100000,414000.0,1197320.77,9516594.71,12875392.84,21.37,26.11,PROPHET
181,2023-04-01,LATAM,1,8925532.77,13.21,9096069.35,2898377.35,100000,200000.0,519922.04,7602977.85,10286381.79,11.9,14.54,XGBOOST
182,2023-04-01,LATAM,2,8021841.04,13.08,10549908.32,3250806.57,-150000,200000.0,589929.71,6962727.08,9420160.17,11.9,14.54,XGBOOST
183,2023-04-01,LATAM,3,7705460.87,10.15,8988014.13,3682217.01,-400000,200000.0,677158.15,6642601.7,8987049.35,9.2,11.24,XGBOOST
184,2023-04-01,LATAM,4,8415614.65,13.25,11235182.64,2917025.44,100000,200000.0,485692.55,7122789.77,9636715.57,11.9,14.54,PROPHET
185,2023-04-01,LATAM,5,13388178.85,18.23,8421686.9,2829481.78,-150000,366000.0,996990.99,11241864.45,15209581.31,16.31,19.93,PROPHET
186,2023-04-01,LATAM,6,12383291.15,18.26,10223545.27,3263119.21,-400000,366000.0,1081856.99,10368709.93,14028254.61,16.31,19.93,XGBOOST
187,2023-04-01,LATAM,7,11330765.99,14.89,8067383.24,3523577.69,-650000,366000.0,1123873.34,9932132.67,13437591.26,13.61,16.63,XGBOOST
188,2023-04-01,LATAM,8,12795788.79,18.37,10796121.91,2871560.36,-150000,366000.0,929519.47,10586998.56,14323586.28,16.31,19.93,PROPHET
189,2023-04-01,LATAM,9,3347165.68,22.16,4018936.24,2597760.24,-100000,588000.0,1490609.15,2812657.68,3805360.39,19.83,24.23,XGBOOST
190,2023-04-01,LATAM,10,3087454.34,22.1,4938525.92,3014822.19,-350000,588000.0,1250546.68,2608100.76,3528606.91,19.83,24.23,XGBOOST
191,2023-04-01,LATAM,11,2853309.31,18.72,3845469.49,3314179.73,-600000,588000.0,1346731.34,2505822.29,3390230.16,17.13,20.93,XGBOOST
192,2023-04-01,LATAM,12,3141248.42,22.07,5162609.73,2578597.08,-100000,588000.0,1198854.83,2659239.99,3597795.28,19.83,24.23,XGBOOST
193,2023-05-01,NORTH_AMERICA,1,7830917.71,6.13,4002795.77,5108986.98,100000,200000.0,1139886.89,6743483.12,9123535.99,5.55,6.79,XGBOOST
194,2023-05-01,NORTH_AMERICA,2,7108266.43,6.1,4688884.0,5787381.78,-150000,200000.0,1394685.75,6175610.86,8355238.22,5.55,6.79,XGBOOST
195,2023-05-01,NORTH_AMERICA,3,6930276.8,3.17,4054589.26,6653692.09,-400000,200000.0,1122226.43,5891674.73,7971089.34,2.85,3.49,XGBOOST
196,2023-05-01,NORTH_AMERICA,4,7652437.89,6.26,5124190.49,5329120.59,100000,200000.0,1391055.27,6317578.92,8547312.66,5.55,6.79,XGBOOST
197,2023-05-01,NORTH_AMERICA,5,4503089.74,15.85,7220551.73,2203360.55,-150000,476000.0,924675.21,3908712.21,5288257.7,14.42,17.62,XGBOOST
198,2023-05-01,NORTH_AMERICA,6,4225175.33,15.99,8891854.99,2577692.82,-400000,476000.0,1071302.17,3605122.91,4877519.24,14.42,17.62,XGBOOST
199,2023-05-01,NORTH_AMERICA,7,3949098.83,12.84,7167267.56,2843231.06,-650000,476000.0,850988.12,3453328.26,4672150.01,11.72,14.32,PROPHET
200,2023-05-01,NORTH_AMERICA,8,4379372.07,16.11,9418782.27,2275371.44,-150000,476000.0,909363.06,3681020.24,4980203.85,14.42,17.62,PROPHET
201,2023-05-01,NORTH_AMERICA,9,16227096.06,21.17,7215832.09,3341178.49,-100000,418000.0,1276629.89,13958409.19,18884906.55,19.17,23.43,XGBOOST
202,2023-05-01,NORTH_AMERICA,10,14964229.59,21.12,8864675.88,3876613.78,-350000,418000.0,1221919.96,12943252.16,17511458.8,19.17,23.43,XGBOOST
203,2023-05-01,NORTH_AMERICA,11,14709341.05,18.35,7341848.84,4532704.78,-600000,418000.0,1240602.17,12435673.64,16824734.92,16.47,20.13,XGBOOST
204,2023-05-01,NORTH_AMERICA,12,15510331.21,21.29,9440604.17,3377841.66,-100000,418000.0,1744253.6,13197041.41,17854820.74,19.17,23.43,XGBOOST
205,2023-05-01,EUROPE,1,4797240.95,14.17,8256097.12,3180682.54,100000,432000.0,1108409.57,4125241.22,5581208.71,12.82,15.68,XGBOOST
206,2023-05-01,EUROPE,2,4511679.55,14.36,10020203.15,3733045.97,-150000,432000.0,1495677.8,3777852.49,5111212.19,12.82,15.68,XGBOOST
207,2023-05-01,EUROPE,3,4098614.24,11.06,8073573.79,3999040.67,-400000,432000.0,1414044.87,3604158.12,4876213.93,10.12,12.38,PROPHET
208,2023-05-01,EUROPE,4,4596115.47,14.33,10362126.13,3252769.75,100000,432000.0,1186421.77,3864699.67,5228711.32,12.82,15.68,XGBOOST
209,2023-05-01,EUROPE,5,15918881.62,16.24,6322866.79,1965254.61,-150000,278000.0,1086004.06,13986315.83,18922662.59,14.86,18.16,XGBOOST
210,2023-05-01,EUROPE,6,15191065.82,16.52,7919131.94,2338330.94,-400000,278000.0,1175250.04,12900000.03,17452941.22,14.86,18.16,XGBOOST
211,2023-05-01,EUROPE,7,14518248.69,13.5,6526968.89,2637300.93,-650000,278000.0,1300527.0,12356842.14,16718080.54,12.16,14.86,PROPHET
212,2023-05-01,EUROPE,8,15120657.73,16.31,8055551.77,1982177.05,-150000,278000.0,1199885.35,13171578.98,17820371.56,14.86,18.16,PROPHET
213,2023-05-01,EUROPE,9,7781389.94,26.95,7487401.99,3322582.44,-100000,272000.0,1061004.98,6483691.6,8772053.34,24.01,29.35,XGBOOST
214,2023-05-01,EUROPE,10,6991509.62,26.53,8962059.4,3756028.25,-350000,272000.0,1298927.83,6012150.39,8134085.83,24.01,29.35,XGBOOST
215,2023-05-01,EUROPE,11,6459807.82,23.09,6976862.73,4128036.52,-600000,272000.0,1105347.28,5776379.79,7815102.07,21.31,26.05,XGBOOST
216,2023-05-01,EUROPE,12,7096865.61,26.47,9347030.46,3205121.62,-100000,272000.0,1332053.19,6130035.7,8293577.71,24.01,29.35,XGBOOST
217,2023-05-01,ASIA_PACIFIC,1,10576765.82,13.07,6657410.75,7654601.39,100000,300000.0,892428.95,8924008.77,12073658.92,11.72,14.32,PROPHET
218,2023-05-01,ASIA_PACIFIC,2,9498578.54,12.94,7715536.0,8578761.79,-150000,300000.0,627633.57,8172513.29,11056929.75,11.72,14.32,XGBOOST
219,2023-05-01,ASIA_PACIFIC,3,9386898.84,10.14,6762699.88,9997278.97,-400000,300000.0,649888.89,7796765.56,10548565.17,9.02,11.02,XGBOOST
220,2023-05-01,ASIA_PACIFIC,4,9885798.0,13.05,8151525.25,7636863.39,100000,300000.0,668675.4,8360387.16,11311112.05,11.72,14.32,PROPHET
221,2023-05-01,ASIA_PACIFIC,5,3368011.87,18.08,8947846.48,2857841.39,-150000,234000.0,599832.7,2840402.04,3842896.87,16.21,19.81,XGBOOST
222,2023-05-01,ASIA_PACIFIC,6,3056153.51,17.93,10656336.59,3233338.2,-400000,234000.0,530881.41,2619788.29,3544419.45,16.21,19.81,XGBOOST
223,2023-05-01,ASIA_PACIFIC,7,3023258.7,15.19,9091092.02,3774670.13,-650000,234000.0,548954.83,2509481.41,3395180.73,13.51,16.51,XGBOOST
224,2023-05-01,ASIA_PACIFIC,8,3121306.08,17.94,11122550.85,2812330.5,-150000,234000.0,554253.87,2674941.72,3619038.8,16.21,19.81,XGBOOST
225,2023-05-01,ASIA_PACIFIC,9,12920093.29,23.58,3037384.27,4276398.17,-100000,342000.0,931759.7,10978035.34,14852636.05,21.22,25.94,XGBOOST
226,2023-05-01,ASIA_PACIFIC,10,12377580.11,23.98,3876436.93,5154511.76,-350000,342000.0,995072.64,10179632.77,13772444.34,21.22,25.94,XGBOOST
227,2023-05-01,ASIA_PACIFIC,11,11560611.44,20.63,3050573.58,5726623.57,-600000,342000.0,883625.6,9780431.49,13232348.48,18.52,22.64,XGBOOST
228,2023-05-01,ASIA_PACIFIC,12,12399121.42,23.76,3989864.15,4340729.72,-100000,342000.0,1096845.51,10379233.41,14042492.27,21.22,25.94,XGBOOST
229,2023-05-01,LATAM,1,11143921.05,13.63,10958107.09,7010822.21,100000,216000.0,996926.52,9408637.1,12729332.54,12.22,14.94,XGBOOST
230,2023-05-01,LATAM,2,10052665.48,13.52,12756565.53,7892388.54,-150000,216000.0,1101113.79,8616330.82,11657388.75,12.22,14.94,XGBOOST
231,2023-05-01,LATAM,3,9581949.54,10.53,10784422.81,8871045.13,-400000,216000.0,855540.53,8220177.68,11121416.85,9.52,11.64,XGBOOST
232,2023-05-01,LATAM,4,10193635.17,13.46,13131105.24,6845317.74,100000,216000.0,773750.42,8814407.39,11925374.7,12.22,14.94,XGBOOST
233,2023-05-01,LATAM,5,8564955.15,15.25,7008230.86,2524741.02,-150000,478000.0,880925.73,7211132.14,9756237.6,13.66,16.7,XGBOOST
234,2023-05-01,LATAM,6,7876974.39,15.23,8459225.36,2895093.78,-400000,478000.0,793870.58,6651044.2,8998471.57,13.66,16.7,XGBOOST
235,2023-05-01,LATAM,7,7454838.56,12.15,6904263.88,3233472.49,-650000,478000.0,1052144.94,6371000.24,8619588.56,10.96,13.4,PROPHET
236,2023-05-01,LATAM,8,7833093.18,15.03,8596857.56,2451830.97,-150000,478000.0,838486.92,6791066.19,9187913.08,13.66,16.7,XGBOOST
237,2023-05-01,LATAM,9,6849826.07,16.47,4623526.15,2785937.66,-100000,316000.0,1431294.0,5722820.19,7742639.09,14.7,17.96,XGBOOST
238,2023-05-01,LATAM,10,6412343.6,16.55,5765984.18,3281315.11,-350000,316000.0,1196380.17,5306615.09,7179538.06,14.7,17.96,XGBOOST
239,2023-05-01,LATAM,11,5784865.87,13.09,4382820.43,3521198.35,-600000,316000.0,1308062.95,5098512.54,6897987.55,12.0,14.66,XGBOOST
240,2023-05-01,LATAM,12,6555950.94,16.57,6057069.75,2820245.34,-100000,316000.0,1144074.96,5410666.37,7320313.32,14.7,17.96,XGBOOST
241,2023-06-01,NORTH_AMERICA,1,12982934.51,6.4,3729478.29,4211249.48,100000,190000.0,575277.95,10520865.77,14234112.51,5.62,6.88,XGBOOST
242,2023-06-01,NORTH_AMERICA,2,11364469.16,6.26,4212882.93,4600272.5,-150000,190000.0,835823.04,9634898.13,13035450.41,5.62,6.88,XGBOOST
243,2023-06-01,NORTH_AMERICA,3,10918049.67,3.27,3589763.15,5211624.92,-400000,190000.0,771719.35,9191914.31,12436119.35,2.92,3.58,PROPHET
244,2023-06-01,NORTH_AMERICA,4,11647675.06,6.26,4383178.38,4032839.6,100000,190000.0,734390.96,9856390.04,13335115.93,5.62,6.88,XGBOOST
245,2023-06-01,NORTH_AMERICA,5,6081734.96,16.74,8929555.82,2760733.19,-150000,532000.0,917308.01,5009842.44,6778022.12,14.83,18.13,XGBOOST
246,2023-06-01,NORTH_AMERICA,6,5380570.22,16.4,10368561.89,3045346.48,-400000,532000.0,766153.17,4620728.46,6251573.8,14.83,18.13,PROPHET
247,2023-06-01,NORTH_AMERICA,7,5213064.04,13.49,8663457.7,3482003.41,-650000,532000.0,810054.67,4426171.47,5988349.64,12.13,14.83,XGBOOST
248,2023-06-01,NORTH_AMERICA,8,5672064.73,16.66,11170347.3,2734032.14,-150000,532000.0,642335.91,4718006.96,6383185.88,14.83,18.13,XGBOOST
249,2023-06-01,NORTH_AMERICA,9,12870845.74,17.45,7009760.24,4948156.16,-100000,402000.0,948575.87,11166247.03,15107275.39,15.87,19.39,XGBOOST
250,2023-06-01,NORTH_AMERICA,10,11778192.28,17.34,8545502.49,5697105.42,-350000,402000.0,877154.2,10354156.33,14008564.45,15.87,19.39,XGBOOST
251,2023-06-01,NORTH_AMERICA,11,11625061.79,14.58,7106535.96,6688626.24,-600000,402000.0,831642.67,9948110.99,13459208.98,13.17,16.09,XGBOOST
252,2023-06-01,NORTH_AMERICA,12,12834802.57,17.92,9567938.53,5218970.61,-100000,402000.0,800334.53,10557179.01,14283242.19,15.87,19.39,PROPHET
253,2023-06-01,EUROPE,1,12032774.72,9.78,3162113.46,2032409.87,100000,284000.0,1185261.02,10810978.16,14626617.51,9.05,11.06,XGBOOST
254,2023-06-01,EUROPE,2,11635092.93,10.04,3945813.36,2452514.97,-150000,284000.0,1049342.19,9900580.0,13394902.35,9.05,11.06,XGBOOST
255,2023-06-01,EUROPE,3,11052453.88,7.03,3324420.01,2747224.84,-400000,284000.0,847963.76,9445380.92,12779044.77,6.35,7.76,XGBOOST
256,2023-06-01,EUROPE,4,11651809.03,9.94,4011249.75,2100740.78,100000,284000.0,1017465.18,10128179.54,13702831.14,9.05,11.06,XGBOOST
257,2023-06-01,EUROPE,5,14920118.75,18.49,3612348.87,4304232.06,-150000,478000.0,1048900.67,12678568.87,17153357.88,16.64,20.34,XGBOOST
258,2023-06-01,EUROPE,6,13750803.96,18.49,4369516.17,4946100.64,-400000,478000.0,1046638.58,11693825.66,15821058.24,16.64,20.34,PROPHET
259,2023-06-01,EUROPE,7,13169548.66,15.48,3608977.13,5590278.89,-650000,478000.0,1217365.85,11201454.05,15154908.42,13.94,17.04,PROPHET
260,2023-06-01,EUROPE,8,13894401.76,18.39,4512117.39,4256265.8,-150000,478000.0,1317365.23,11940011.46,16154133.15,16.64,20.34,XGBOOST
261,2023-06-01,EUROPE,9,11347092.17,20.56,5667053.27,1928233.37,-100000,292000.0,946861.43,10185032.62,13779750.02,19.01,23.23,XGBOOST
262,2023-06-01,EUROPE,10,11353498.13,21.35,7553796.69,2427414.87,-350000,292000.0,850027.18,9444302.98,12777586.38,19.01,23.23,PROPHET
263,2023-06-01,EUROPE,11,10374711.38,17.86,5815878.78,2638495.65,-600000,292000.0,1042793.94,9073938.16,12276504.56,16.31,19.93,XGBOOST
264,2023-06-01,EUROPE,12,11152571.65,20.96,7623964.05,2004515.32,-100000,292000.0,798812.78,9629485.39,13028127.29,19.01,23.23,PROPHET
265,2023-06-01,ASIA_PACIFIC,1,6761254.98,16.14,3924269.6,4768253.93,100000,414000.0,681594.14,5641494.25,7632609.87,14.39,17.59,PROPHET
266,2023-06-01,ASIA_PACIFIC,2,6232716.27,16.19,4668355.27,5485367.35,-150000,414000.0,750180.31,5166421.05,6989863.78,14.39,17.59,XGBOOST
267,2023-06-01,ASIA_PACIFIC,3,5737857.01,12.92,3811770.6,5954862.85,-400000,414000.0,891963.77,4928884.45,6668490.73,11.69,14.29,PROPHET
268,2023-06-01,ASIA_PACIFIC,4,6278727.17,16.07,4773949.45,4726473.98,100000,414000.0,705919.67,5285189.35,7150550.3,14.39,17.59,PROPHET
269,2023-06-01,ASIA_PACIFIC,5,11467939.8,13.7,6542079.55,2966459.57,-150000,434000.0,951392.11,9611086.87,13003235.18,12.24,14.96,XGBOOST
270,2023-06-01,ASIA_PACIFIC,6,10521598.79,13.66,7877710.34,3393487.29,-400000,434000.0,896889.74,8864594.69,11993275.17,12.24,14.96,PROPHET
271,2023-06-01,ASIA_PACIFIC,7,10108321.4,10.66,6526874.93,3847434.69,-650000,434000.0,676680.34,8491348.6,11488295.16,9.54,11.66,PROPHET
272,2023-06-01,ASIA_PACIFIC,8,10582567.4,13.56,8097381.3,2906762.6,-150000,434000.0,742191.65,9051217.73,12245765.17,12.24,14.96,PROPHET
273,2023-06-01,ASIA_PACIFIC,9,10771138.5,22.04,4218152.31,6578923.14,-100000,384000.0,1253533.39,9096136.71,12306537.9,19.77,24.17,XGBOOST
274,2023-06-01,ASIA_PACIFIC,10,9674760.77,21.7,5047354.04,7434859.06,-350000,384000.0,1458546.2,8434599.49,11411516.96,19.77,24.17,XGBOOST
275,2023-06-01,ASIA_PACIFIC,11,9399615.58,18.84,4131781.52,8592284.35,-600000,384000.0,1340954.93,8103830.89,10964006.49,17.07,20.87,PROPHET
276,2023-06-01,ASIA_PACIFIC,12,9832622.25,21.66,5270637.01,6352166.94,-100000,384000.0,1358480.6,8599983.8,11635272.2,19.77,24.17,XGBOOST
277,2023-06-01,LATAM,1,12814574.31,13.0,5809691.87,6869490.91,100000,300000.0,733674.32,11365637.25,15377038.63,11.95,14.61,XGBOOST
278,2023-06-01,LATAM,2,12660803.92,13.51,7407390.11,8469893.54,-150000,300000.0,883685.71,10408530.96,14082130.12,11.95,14.61,PROPHET
279,2023-06-01,LATAM,3,11673533.62,10.28,6057546.63,9209004.6,-400000,300000.0,925556.91,9929977.81,13434675.86,9.25,11.31,XGBOOST
280,2023-06-01,LATAM,4,12803249.94,13.43,7604029.99,7326122.76,100000,300000.0,775481.99,10647807.53,14405857.25,11.95,14.61,PROPHET
281,2023-06-01,LATAM,5,6511253.47,18.12,7598616.22,2315523.3,-150000,424000.0,1363631.4,5500702.93,7442127.49,16.25,19.87,PROPHET
282,2023-06-01,LATAM,6,5764628.61,17.75,8829357.37,2556038.23,-400000,424000.0,1107771.88,5073463.87,6864098.17,16.25,19.87,XGBOOST
283,2023-06-01,LATAM,7,5719571.83,15.06,7554909.38,2992865.89,-650000,424000.0,1124509.04,4859844.34,6575083.51,13.55,16.57,PROPHET
284,2023-06-01,LATAM,8,6136805.88,18.12,9605841.71,2317354.26,-150000,424000.0,1045135.24,5180273.63,7008605.5,16.25,19.87,XGBOOST
285,2023-06-01,LATAM,9,8418878.81,24.63,5667121.83,2581602.63,-100000,256000.0,957378.13,7128126.79,9643936.25,22.12,27.04,XGBOOST
286,2023-06-01,LATAM,10,7623979.08,24.34,6836799.98,2941413.87,-350000,256000.0,1116249.01,6609717.57,8942559.07,22.12,27.04,XGBOOST
287,2023-06-01,LATAM,11,7509448.66,21.64,5673916.68,3446263.94,-600000,256000.0,1094818.6,6350512.96,8591870.48,19.42,23.74,XGBOOST
288,2023-06-01,LATAM,12,8084439.12,24.82,7448885.38,2622070.58,-100000,256000.0,915832.15,6739319.88,9117903.36,22.12,27.04,XGBOOST
289,2023-07-01,NORTH_AMERICA,1,11394148.7,11.65,7871013.34,6293723.2,100000,316000.0,894365.72,10055234.85,13604141.27,10.68,13.06,PROPHET
290,2023-07-01,NORTH_AMERICA,2,10556257.76,11.72,9410523.25,7276659.3,-150000,316000.0,769159.54,9208478.23,12458529.37,10.68,13.06,XGBOOST
291,2023-07-01,NORTH_AMERICA,3,10374017.9,8.89,8202406.18,8432623.9,-400000,316000.0,797232.58,8785099.92,11885723.42,7.98,9.76,XGBOOST
292,2023-07-01,NORTH_AMERICA,4,10915118.49,11.78,9877610.62,6435581.71,100000,316000.0,812622.5,9420167.39,12744932.35,10.68,13.06,XGBOOST
293,2023-07-01,NORTH_AMERICA,5,12135308.62,24.14,4201049.51,5948469.1,-150000,420000.0,1416816.26,10520342.75,14233404.89,21.94,26.82,XGBOOST
294,2023-07-01,NORTH_AMERICA,6,11656121.52,24.64,5296011.2,7123934.38,-400000,420000.0,1470513.48,9703228.75,13127897.72,21.94,26.82,XGBOOST
295,2023-07-01,NORTH_AMERICA,7,10747186.67,21.2,4211119.82,7751546.58,-650000,420000.0,1121340.44,9294671.75,12575144.13,19.24,23.52,PROPHET
296,2023-07-01,NORTH_AMERICA,8,11819145.59,24.55,5488026.35,6151853.11,-150000,420000.0,1432645.72,9907507.25,13404274.51,21.94,26.82,PROPHET
297,2023-07-01,NORTH_AMERICA,9,5435221.57,23.73,4631163.61,6285716.69,-100000,236000.0,1099468.34,4394911.44,5946056.65,20.83,25.45,XGBOOST
298,2023-07-01,NORTH_AMERICA,10,4785237.76,23.12,5431743.82,6962743.13,-350000,236000.0,992243.39,4075281.51,5513616.17,20.83,25.45,PROPHET
299,2023-07-01,NORTH_AMERICA,11,4603207.8,20.13,4402507.06,7967158.84,-600000,236000.0,1266282.98,3915466.55,5297395.93,18.13,22.15,XGBOOST
300,2023-07-01,NORTH_AMERICA,12,5061587.32,23.55,5903270.86,6191325.38,-100000,236000.0,1058093.34,4155189.0,5621726.29,20.83,25.45,XGBOOST
301,2023-07-01,EUROPE,1,11939617.52,7.19,7036219.31,2495590.4,100000,260000.0,1133749.9,10021916.15,13559063.02,6.43,7.85,XGBOOST
302,2023-07-01,EUROPE,2,11007631.45,7.21,8371395.35,2871263.64,-150000,260000.0,1178073.47,9177965.31,12417247.19,6.43,7.85,PROPHET
303,2023-07-01,EUROPE,3,10285829.57,4.14,6937991.91,3163823.14,-400000,260000.0,1090332.74,8755989.9,11846339.27,3.73,4.55,XGBOOST
304,2023-07-01,EUROPE,4,11182943.82,7.18,8633358.54,2495011.97,100000,260000.0,1433536.09,9388953.02,12702701.15,6.43,7.85,XGBOOST
305,2023-07-01,EUROPE,5,11221543.21,13.32,7451982.45,2484948.29,-150000,200000.0,1077560.62,9432704.97,12761894.95,11.92,14.58,XGBOOST
306,2023-07-01,EUROPE,6,10456617.64,13.39,9113775.36,2887137.43,-400000,200000.0,900410.34,8700067.69,11770679.81,11.92,14.58,XGBOOST
307,2023-07-01,EUROPE,7,9888653.71,10.29,7432796.43,3222115.64,-650000,200000.0,872756.59,8333749.05,11275072.24,9.22,11.28,XGBOOST
308,2023-07-01,EUROPE,8,10494265.58,13.28,9347477.3,2467642.89,-150000,200000.0,1166899.2,8883227.01,12018483.6,11.92,14.58,PROPHET
309,2023-07-01,EUROPE,9,10102294.88,18.98,3441998.97,4746566.62,-100000,432000.0,1364640.8,8776713.11,11874376.56,17.27,21.11,XGBOOST
310,2023-07-01,EUROPE,10,9776266.38,19.39,4437379.86,5779255.16,-350000,432000.0,1373913.08,8138406.7,11010785.54,17.27,21.11,XGBOOST
311,2023-07-01,EUROPE,11,9204331.85,16.19,3520056.0,6472277.86,-600000,432000.0,1082185.49,7819253.5,10578990.03,14.57,17.81,XGBOOST
312,2023-07-01,EUROPE,12,9768143.08,19.2,4555497.5,4854347.9,-100000,432000.0,950549.63,8297983.3,11226683.29,17.27,21.11,XGBOOST
313,2023-07-01,ASIA_PACIFIC,1,12084298.33,9.98,6008384.05,6182578.65,100000,370000.0,884012.78,10361695.93,14018765.09,9.02,11.02,XGBOOST
314,2023-07-01,ASIA_PACIFIC,2,11094654.78,9.99,7118771.6,7083669.73,-150000,370000.0,995920.07,9489132.07,12838237.5,9.02,11.02,XGBOOST
315,2023-07-01,ASIA_PACIFIC,3,10610606.72,7.01,6038401.37,7988742.3,-400000,370000.0,1080882.69,9052850.13,12247973.71,6.32,7.72,XGBOOST
316,2023-07-01,ASIA_PACIFIC,4,11319883.82,9.98,7373147.09,6181925.68,100000,370000.0,986929.73,9707273.03,13133369.4,9.02,11.02,XGBOOST
317,2023-07-01,ASIA_PACIFIC,5,12469031.02,16.85,3340951.84,2426938.99,-150000,466000.0,631548.65,10542369.51,14263205.81,15.13,18.49,PROPHET
318,2023-07-01,ASIA_PACIFIC,6,11643002.34,16.96,4094400.77,2825547.41,-400000,466000.0,811750.99,9723544.7,13155384.0,15.13,18.49,PROPHET
319,2023-07-01,ASIA_PACIFIC,7,10975835.73,13.82,3328671.53,3143423.8,-650000,466000.0,831257.47,9314132.29,12601473.1,12.43,15.19,XGBOOST
320,2023-07-01,ASIA_PACIFIC,8,11929197.68,16.99,4287181.57,2465487.92,-150000,466000.0,847906.67,9928250.9,13432339.45,15.13,18.49,XGBOOST
321,2023-07-01,ASIA_PACIFIC,9,12596931.67,24.94,4307409.56,3519798.02,-100000,368000.0,915202.26,10819326.17,14637911.88,22.56,27.58,XGBOOST
322,2023-07-01,ASIA_PACIFIC,10,12135589.05,25.42,5528090.48,4266317.12,-350000,368000.0,1060535.36,10032466.09,13573336.47,22.56,27.58,XGBOOST
323,2023-07-01,ASIA_PACIFIC,11,11239002.05,21.97,4313658.44,4699872.39,-600000,368000.0,893605.87,9639036.04,13041048.76,19.86,24.28,XGBOOST
324,2023-07-01,ASIA_PACIFIC,12,12384140.9,25.43,5796293.71,3659975.68,-100000,368000.0,826224.46,10229181.11,13839480.32,22.56,27.58,PROPHET
325,2023-07-01,LATAM,1,6150321.88,14.86,10112236.42,6301819.27,100000,528000.0,883358.64,5372227.47,7268307.76,13.55,16.57,PROPHET
326,2023-07-01,LATAM,2,5681690.77,14.92,12055409.93,7265106.61,-150000,528000.0,785565.6,4919829.37,6656239.74,13.55,16.57,PROPHET
327,2023-07-01,LATAM,3,5518087.48,12.06,10384449.15,8320447.07,-400000,528000.0,917218.17,4693630.32,6350205.73,10.85,13.27,XGBOOST
328,2023-07-01,LATAM,4,5948828.96,15.1,12813138.9,6506286.45,100000,528000.0,853332.23,5032928.9,6809256.74,13.55,16.57,XGBOOST
329,2023-07-01,LATAM,5,6581893.46,20.37,8330861.89,5420900.38,-150000,482000.0,800090.3,5486597.82,7423044.11,18.15,22.19,XGBOOST
